name,instance,run_id,test_incremental_SUBSTANCE-DRUG/macro_types/precision,test_pretraining/micro/precision,test_pretraining/macro_example/f1,test_pretraining/macro_example/recall,test_incremental_SUBSTANCE-FOOD/macro_types/recall,test/macro_types/f1,threshold_pretraining,test_pretraining/micro/f1,test_incremental_only/macro_example/precision,test/micro/recall,test_incremental_SUBSTANCE-CHEMICAL/macro_types/f1,test/macro_example/f1,test/macro_example/precision,test_pretraining/micro/recall,test_pretraining/macro_types/f1,test_incremental/macro_types/recall,test_incremental_only/macro_types/precision,test_incremental/macro_example/precision,test_incremental_SUBSTANCE-CHEMICAL/macro_types/recall,test_incremental_SUBSTANCE-CHEMICAL/macro_types/precision,test/micro/precision,test/macro_types/precision,test_incremental_only/micro/precision,test_incremental_only/macro_types/recall,test_incremental_SUBSTANCE/macro_types/recall,epoch,test/macro_example/recall,test_incremental_only/macro_example_exclusive/f1,test_incremental/macro_example_exclusive/precision,test_incremental_only/macro_example_exclusive/recall,test_incremental/micro/f1,test_incremental/micro/precision,test_pretraining/macro_example/precision,threshold_incremental,test_incremental_only/micro/f1,test_pretraining/macro_types/precision,test_incremental_SUBSTANCE-FOOD/macro_types/f1,test_incremental_SUBSTANCE/macro_types/precision,test_incremental/macro_types/precision,test_incremental/macro_example_exclusive/recall,test/micro/f1,test_incremental_only/macro_example/f1,test_incremental/macro_example_exclusive/f1,test_incremental_SUBSTANCE-DRUG/macro_types/recall,test_incremental/macro_types/f1,test_incremental_SUBSTANCE/macro_types/f1,test_incremental_SUBSTANCE-FOOD/macro_types/precision,test_incremental_only/macro_example_exclusive/precision,test/macro_types/recall,test_incremental_only/macro_types/f1,test_incremental/macro_example/recall,test_incremental_SUBSTANCE-DRUG/macro_types/f1,test_incremental/micro/recall,test_incremental/macro_example/f1,test_incremental_only/macro_example/recall,test_incremental_only/micro/recall,test_pretraining/macro_types/recall
kenn_horizontal_adapter_bert_ms,2,3bebgom4,0.6000000238418579,0.7606992125511169,0.8224502205848694,0.85540372133255,0.9333333373069764,0.8180806040763855,0.25,0.8102728724479675,0.07021677494049072,0.8667582273483276,0.6666666865348816,0.8224502205848694,0.7919415235519409,0.8667582273483276,0.8180806040763855,0.873112678527832,0.5287343263626099,0.07948476076126099,0.7631579041481018,0.5918367505073547,0.7606992125511169,0.767848551273346,0.5090909004211426,0.8382244110107422,0.9777777791023254,17,0.85540372133255,0.8675573468208313,0.9370371103286744,0.8588235378265381,0.7366166710853577,0.6231883764266968,0.7919415235519409,0.18000000000000002,0.6315789818763733,0.767848551273346,0.5544554591178894,0.792792797088623,0.5947489738464355,0.90925931930542,0.8102728724479675,0.06950270384550095,0.9229392409324646,0.8181818127632141,0.707536518573761,0.8756219148635864,0.39436620473861694,0.8764706254005432,0.87534499168396,0.648443877696991,0.07712849229574203,0.6923076510429382,0.9005235433578491,0.07828889787197113,0.06880301237106323,0.8316831588745117,0.87534499168396
kenn_horizontal_adapter_bert_ms,1,3m31h14j,0.3499999940395355,0.7586626410484314,0.8240213990211487,0.8510053157806396,0.8999999761581421,0.8042966723442078,0.25,0.804901659488678,0.06550423800945282,0.8571428656578064,0.5714285969734192,0.8240213990211487,0.7986962199211121,0.8571428656578064,0.8042966723442078,0.7732722163200378,0.4777778089046478,0.07885642349720001,0.5789473652839661,0.5641025900840759,0.7586626410484314,0.7598028182983398,0.46357616782188416,0.7051036953926086,0.9777777791023254,12,0.8510053157806396,0.796527087688446,0.929629683494568,0.7764706611633301,0.6975718140602112,0.6030534505844116,0.7986962199211121,0.45,0.5555555820465088,0.7598028182983398,0.6585366129875183,0.792792797088623,0.556531548500061,0.8574074506759644,0.804901659488678,0.0638122484087944,0.8920591473579407,0.6363636255264282,0.6472389698028564,0.8756219148635864,0.5192307829856873,0.8176470994949341,0.8543258905410767,0.5695970058441162,0.07273012399673462,0.4516128897666931,0.8272251486778259,0.07566948235034943,0.062205467373132706,0.6930692791938782,0.8543258905410767
kenn_horizontal_adapter_bert_ms,0,37e4979z,0.34408602118492126,0.739054262638092,0.8174244165420532,0.8572887182235718,0.9333333373069764,0.8110595345497131,0.25,0.7989901900291443,0.06848884373903275,0.8695054650306702,0.6222222447395325,0.8174244165420532,0.7811027765274048,0.8695054650306702,0.8110595345497131,0.9044125080108644,0.4203086793422699,0.07437951862812042,0.7368420958518982,0.5384615659713745,0.739054262638092,0.7507287263870239,0.4018264710903168,0.8799575567245483,0.9777777791023254,8,0.8572887182235718,0.8796542286872864,0.8768519163131714,0.9058824181556702,0.6756237745285034,0.5333333611488342,0.7811027765274048,0.25,0.5499999523162842,0.7507287263870239,0.5384615063667297,0.792792797088623,0.5134297013282776,0.9314814805984496,0.7989901900291443,0.07047181576490402,0.90334153175354,0.9696969985961914,0.6550126075744629,0.8756219148635864,0.37837839126586914,0.8549020290374756,0.881934404373169,0.568889319896698,0.07901350408792496,0.5079364776611328,0.9214659929275512,0.07662650942802429,0.07257304340600967,0.8712871074676514,0.881934404373169
kenn_hybrid_adapter_bert_ms,2,pscnnp4j,0.4716981053352356,0.7625986933708191,0.827298641204834,0.8533616065979004,0.8999999761581421,0.812624454498291,0.25,0.8095391392707825,0.0683317631483078,0.8626373410224915,0.6190476417541504,0.827298641204834,0.8027803897857666,0.8626373410224915,0.812624454498291,0.82989102602005,0.5123052000999451,0.07869933545589447,0.6842105388641357,0.5652173757553101,0.7625986933708191,0.7652544975280762,0.5098039507865906,0.7805954813957214,0.9777777791023254,15,0.8533616065979004,0.8349213600158691,0.9277778267860411,0.8176470994949341,0.7296702861785889,0.6287878751754761,0.8027803897857666,0.45,0.6141732931137085,0.7652544975280762,0.6428571343421936,0.792792797088623,0.5824270844459534,0.8851852416992188,0.8095391392707825,0.06688813120126724,0.9059812426567078,0.7575757503509521,0.6844789981842041,0.8756219148635864,0.5,0.8529412150382996,0.8662457466125488,0.6186138391494751,0.07508639246225357,0.5813953876495361,0.8691099286079407,0.07685042172670364,0.06550423800945282,0.7722772359848022,0.8662457466125488
kenn_top_down_adapter_bert_ms,2,10v3t39h,0.4285714328289032,0.7531380653381348,0.8234391212463379,0.8546183109283447,0.8999999761581421,0.811220109462738,0.25,0.8053691983222961,0.07068803161382675,0.8653846383094788,0.6436781287193298,0.8234391212463379,0.7944549322128296,0.8653846383094788,0.811220109462738,0.8582004308700562,0.4676617085933686,0.07995600998401642,0.7368420958518982,0.5714285969734192,0.7531380653381348,0.7582055330276489,0.4581005573272705,0.8183413743972778,0.9777777791023254,15,0.8546183109283447,0.8612728714942932,0.9425926208496094,0.8411765098571777,0.7068607807159424,0.5862069129943848,0.7944549322128296,0.44,0.5857142806053162,0.7582055330276489,0.5567010045051575,0.792792797088623,0.5489444732666016,0.9000000953674316,0.8053691983222961,0.06899923086166382,0.9208041429519652,0.8181818127632141,0.6695889830589294,0.8756219148635864,0.4029850661754608,0.8823529481887817,0.8722056150436401,0.5951882004737854,0.07634307444095612,0.5625,0.8900523781776428,0.07810778170824051,0.06738924980163574,0.8118811845779419,0.8722056150436401
kenn_bottom_up_adapter_bert_ms,2,3de7w4tn,0.4893617033958435,0.7656826376914978,0.8266637325286865,0.8491988778114319,0.7666666507720947,0.8049819469451904,0.25,0.8079169392585754,0.06173421069979668,0.8550823926925659,0.5600000023841858,0.8266637325286865,0.8052937388420105,0.8550823926925659,0.8049819469451904,0.7485114336013794,0.5120319724082947,0.08215519785881042,0.5526315569877625,0.5675675868988037,0.7656826376914978,0.7652113437652588,0.5075757503509521,0.6720893383026123,0.9777777791023254,15,0.8491988778114319,0.7431759834289551,0.968518614768982,0.7176470756530762,0.714285671710968,0.6378600597381592,0.8052937388420105,0.42,0.5751072764396667,0.7652113437652588,0.5897436141967773,0.792792797088623,0.5822222232818604,0.8333333730697632,0.8079169392585754,0.05953812599182129,0.8958547711372375,0.6969696879386902,0.654977023601532,0.8756219148635864,0.4791666567325592,0.7705882787704468,0.8491131067276001,0.5812431573867798,0.07068803161382675,0.574999988079071,0.8115183115005493,0.0759914442896843,0.057492926716804504,0.6633663177490234,0.8491131067276001
kenn_hybrid_adapter_bert_ms,1,1am20l91,0.3859649002552033,0.7614399194717407,0.8273856043815613,0.8511624336242676,0.8999999761581421,0.805921196937561,0.25,0.8064621090888977,0.06597549468278885,0.8571428656578064,0.4999999403953552,0.8273856043815613,0.8049010038375854,0.8571428656578064,0.805921196937561,0.7742689847946167,0.49511462450027466,0.07869933545589447,0.5526315569877625,0.45652174949646,0.7614399194717407,0.7625401616096497,0.48275861144065857,0.7064328193664551,0.9777777791023254,13,0.8511624336242676,0.8024133443832397,0.9277778267860411,0.7823530435562134,0.7069350481033325,0.6171875,0.8049010038375854,0.52,0.5691056847572327,0.7625401616096497,0.7499999403953552,0.792792797088623,0.5695341229438782,0.859259307384491,0.8064621090888977,0.0642838105559349,0.892204999923706,0.6666666865348816,0.6563053131103516,0.8756219148635864,0.6428571343421936,0.8235294818878174,0.8545358180999756,0.5821912884712219,0.07288721203804016,0.4888888895511627,0.8272251486778259,0.07568185031414032,0.06267671287059784,0.6930692791938782,0.8545358180999756
kenn_top_down_adapter_bert_ms,1,3qmllp0t,0.3283582031726837,0.7496998906135559,0.8244931697845459,0.8514766097068787,0.8999999761581421,0.801655113697052,0.25,0.8001281023025513,0.06691800057888031,0.8578296899795532,0.4356435537338257,0.8244931697845459,0.7991674542427063,0.8578296899795532,0.801655113697052,0.78084796667099,0.44014057517051697,0.07822808623313904,0.5789473652839661,0.3492063581943512,0.7496998906135559,0.7538600564002991,0.4127906858921051,0.7152047157287598,0.9777777791023254,14,0.8514766097068787,0.8110827207565308,0.9222222566604614,0.7882353067398071,0.6708860397338867,0.5618374347686768,0.7991674542427063,0.56,0.5201464891433716,0.7538600564002991,0.7499999403953552,0.792792797088623,0.5283036231994629,0.8629629611968994,0.8001281023025513,0.06497834622859955,0.8916090726852417,0.6666666865348816,0.6302170157432556,0.8756219148635864,0.6428571343421936,0.8352941870689392,0.8559207916259766,0.544929027557373,0.07320138812065125,0.4399999976158142,0.8324607610702515,0.07563130557537079,0.06314796954393387,0.7029703259468079,0.8559207916259766
kenn_bottom_up_adapter_bert_ms,1,14k2sb2e,0.4375,0.7700865268707275,0.8288387060165405,0.8502984642982483,0.8333333134651184,0.8104057312011719,0.25,0.8106701970100403,0.06409047544002533,0.8557692170143127,0.5499999523162842,0.8288387060165405,0.8084354400634766,0.8557692170143127,0.8104057312011719,0.7566055059432983,0.5655345916748047,0.08011309802532196,0.5789473652839661,0.523809552192688,0.7700865268707275,0.7736591100692749,0.5483871102333069,0.6828814744949341,0.9777777791023254,10,0.8502984642982483,0.7757576107978821,0.9444445371627808,0.7529412508010864,0.7323943972587585,0.6638298034667969,0.8084354400634766,0.45,0.6044444441795349,0.7736591100692749,0.78125,0.792792797088623,0.6223491430282593,0.8462963104248047,0.8106701970100403,0.06214834377169609,0.8926807641983032,0.6363636255264282,0.6829416751861572,0.8756219148635864,0.7352941036224365,0.8000000715255737,0.8508172035217285,0.618692934513092,0.07178762555122375,0.5185185074806213,0.8167539238929749,0.07572221010923386,0.06032045558094978,0.6732673048973083,0.8508172035217285
kenn_hybrid_adapter_bert_ms,0,3fxl2g20,0.1854838728904724,0.7279626131057739,0.8235346674919128,0.8507696986198425,0.7666666507720947,0.7950775623321533,0.25,0.7869990468025208,0.06503298878669739,0.8564560413360596,0.516853928565979,0.8235346674919128,0.7979892492294312,0.8564560413360596,0.7950775623321533,0.7616692781448364,0.3863971829414368,0.08246936649084091,0.6052631735801697,0.45098039507865906,0.7279626131057739,0.7453742623329163,0.31506848335266113,0.6896331906318665,0.9777777791023254,9,0.8507696986198425,0.7844018936157227,0.9722223281860352,0.758823573589325,0.6026871204376221,0.47575756907463074,0.7979892492294312,0.75,0.4312499761581421,0.7453742623329163,0.6216216087341309,0.792792797088623,0.48799607157707214,0.8500000238418579,0.7869990468025208,0.06284087151288986,0.9070122838020324,0.6969696879386902,0.5948657989501953,0.8756219148635864,0.5227272510528564,0.8117647171020508,0.8518832921981812,0.4952877163887024,0.07210179418325424,0.2929936349391937,0.8219895362854004,0.07693788409233093,0.060791708528995514,0.6831682920455933,0.8518832921981812
